date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,vol
2012-12-19,34.61,35.26,34.52,34.75,1298800,34.61,35.26,34.52,34.75,1298800,0.0,1.0,0
2012-12-20,34.43,34.7881,34.05,34.51,921200,34.43,34.7881,34.05,34.51,921200,0.0,1.0,0
2012-12-21,34.0,34.17,33.58,33.94,1492400,34.0,34.17,33.58,33.94,1492400,0.0,1.0,0
2012-12-24,34.28,34.35,33.55,33.64,375800,34.28,34.35,33.55,33.64,375800,0.0,1.0,0
2012-12-26,33.59,34.5,33.5,33.96,601400,33.59,34.5,33.5,33.96,601400,0.0,1.0,0
2012-12-27,33.69,33.91,33.0,33.5,561100,33.69,33.91,33.0,33.5,561100,0.0,1.0,0
2012-12-28,33.22,33.65,33.02,33.38,414100,33.22,33.65,33.02,33.38,414100,0.0,1.0,0
2012-12-31,33.87,33.97,33.0,33.0,594900,33.87,33.97,33.0,33.0,594900,0.0,1.0,0
2013-01-02,35.36,35.4499,34.705,35.0,1194800,35.36,35.4499,34.705,35.0,1194800,0.0,1.0,0
2013-01-03,34.77,35.45,34.75,35.18,742000,34.77,35.45,34.75,35.18,742000,0.0,1.0,0
2013-01-04,34.4,34.8,33.92,34.8,674000,34.4,34.8,33.92,34.8,674000,0.0,1.0,0
2013-01-07,34.34,34.8,33.9,34.8,442000,34.34,34.8,33.9,34.8,442000,0.0,1.0,0
2013-01-08,33.68,34.5,33.11,34.5,1284000,33.68,34.5,33.11,34.5,1284000,0.0,1.0,0
2013-01-09,33.64,34.19,33.4,34.01,698000,33.64,34.19,33.4,34.01,698000,0.0,1.0,0
2013-01-10,33.53,33.99,33.38,33.87,922500,33.53,33.99,33.38,33.87,922500,0.0,1.0,0
2013-01-11,32.91,34.04,32.11,34.04,1563200,32.91,34.04,32.11,34.04,1563200,0.0,1.0,1
2013-01-14,33.26,33.38,32.85,33.08,925100,33.26,33.38,32.85,33.08,925100,0.0,1.0,0
2013-01-15,33.9,34.25,33.08,33.11,1624200,33.9,34.25,33.08,33.11,1624200,0.0,1.0,0
2013-01-16,34.1,34.23,33.73,33.85,1378200,34.1,34.23,33.73,33.85,1378200,0.0,1.0,0
2013-01-17,34.38,34.85,33.92,34.16,1436700,34.38,34.85,33.92,34.16,1436700,0.0,1.0,0
2013-01-18,34.52,34.78,33.82,34.74,3555100,34.52,34.78,33.82,34.74,3555100,0.0,1.0,0
2013-01-22,35.19,35.55,34.26,34.56,1920200,35.19,35.55,34.26,34.56,1920200,0.0,1.0,0
2013-01-23,36.0,36.24,34.96,35.02,1564300,36.0,36.24,34.96,35.02,1564300,0.0,1.0,0
2013-01-24,36.99,37.72,35.84,36.0,1970400,36.99,37.72,35.84,36.0,1970400,0.0,1.0,0
2013-01-25,36.98,37.54,36.8,37.0,1287800,36.98,37.54,36.8,37.0,1287800,0.0,1.0,0
2013-01-28,38.03,38.71,36.86,36.86,1986000,38.03,38.71,36.86,36.86,1986000,0.0,1.0,1
2013-01-29,37.95,38.44,37.13,38.1,1426600,37.95,38.44,37.13,38.1,1426600,0.0,1.0,0
2013-01-30,37.52,38.0,37.43,37.85,968100,37.52,38.0,37.43,37.85,968100,0.0,1.0,0
2013-01-31,37.51,37.87,36.93,37.87,901400,37.51,37.87,36.93,37.87,901400,0.0,1.0,0
2013-02-01,38.3,38.5,37.62,38.17,1100600,38.3,38.5,37.62,38.17,1100600,0.0,1.0,0
2013-02-04,37.74,38.42,37.59,38.4,1128000,37.74,38.42,37.59,38.4,1128000,0.0,1.0,0
2013-02-05,38.13,38.65,37.68,38.0,1310200,38.13,38.65,37.68,38.0,1310200,0.0,1.0,0
2013-02-06,39.17,39.39,37.9045,38.18,1893200,39.17,39.39,37.9045,38.18,1893200,0.0,1.0,0
2013-02-07,39.48,39.68,38.95,39.19,1196600,39.48,39.68,38.95,39.19,1196600,0.0,1.0,0
2013-02-08,39.24,40.0,39.14,39.45,1139800,39.24,40.0,39.14,39.45,1139800,0.0,1.0,0
2013-02-11,38.42,39.15,37.5,37.98,3266300,38.42,39.15,37.5,37.98,3266300,0.0,1.0,0
2013-02-12,37.89,38.87,37.29,38.45,2261300,37.89,38.87,37.29,38.45,2261300,0.0,1.0,0
2013-02-13,38.45,39.0,38.05,38.3,966800,38.45,39.0,38.05,38.3,966800,0.0,1.0,0
2013-02-14,38.3,38.75,38.21,38.64,990700,38.3,38.75,38.21,38.64,990700,0.0,1.0,0
2013-02-15,37.04,38.51,36.95,38.5,2017600,37.04,38.51,36.95,38.5,2017600,0.0,1.0,1
2013-02-19,39.28,39.29,37.31,37.36,2701400,39.28,39.29,37.31,37.36,2701400,0.0,1.0,1
2013-02-20,38.54,39.65,38.46,39.3,3122000,38.54,39.65,38.46,39.3,3122000,0.0,1.0,0
2013-02-21,35.16,37.39,34.54,36.49,9037800,35.16,37.39,34.54,36.49,9037800,0.0,1.0,1
2013-02-22,36.11,36.39,35.6,35.72,2547300,36.11,36.39,35.6,35.72,2547300,0.0,1.0,0
2013-02-25,34.38,36.75,34.34,36.15,2889400,34.38,36.75,34.34,36.15,2889400,0.0,1.0,1
2013-02-26,34.43,34.96,33.8,34.46,2762900,34.43,34.96,33.8,34.46,2762900,0.0,1.0,0
2013-02-27,35.1,35.41,34.4,34.41,1959200,35.1,35.41,34.4,34.41,1959200,0.0,1.0,0
2013-02-28,34.83,36.1,34.37,35.89,1964900,34.83,36.1,34.37,35.89,1964900,0.0,1.0,0
2013-03-01,34.65,35.08,34.25,35.0,1546600,34.65,35.08,34.25,35.0,1546600,0.0,1.0,0
2013-03-04,35.58,35.83,34.7,34.77,1757700,35.58,35.83,34.7,34.77,1757700,0.0,1.0,0
2013-03-05,36.65,36.92,35.79,36.0,2087000,36.65,36.92,35.79,36.0,2087000,0.0,1.0,0
2013-03-06,37.69,37.88,36.97,37.01,1150000,37.69,37.88,36.97,37.01,1150000,0.0,1.0,0
2013-03-07,38.23,38.65,36.88,37.73,1158300,38.23,38.65,36.88,37.73,1158300,0.0,1.0,0
2013-03-08,38.47,39.44,37.36,38.06,912100,38.47,39.44,37.36,38.06,912100,0.0,1.0,0
2013-03-11,39.1,39.44,38.65,38.87,1579500,39.1,39.44,38.65,38.87,1579500,0.0,1.0,0
2013-03-12,39.12,39.38,38.85,38.9,1275100,39.12,39.38,38.85,38.9,1275100,0.0,1.0,0
2013-03-13,38.98,39.49,38.81,39.0,822000,38.98,39.49,38.81,39.0,822000,0.0,1.0,0
2013-03-14,36.85,38.91,36.77,38.9,2021000,36.85,38.91,36.77,38.9,2021000,0.0,1.0,1
2013-03-15,35.29,36.65,35.21,36.64,3279600,35.29,36.65,35.21,36.64,3279600,0.0,1.0,1
2013-03-18,35.15,36.06,34.92,35.3,1316100,35.15,36.06,34.92,35.3,1316100,0.0,1.0,0
2013-03-19,35.08,35.6,34.94,35.25,1098500,35.08,35.6,34.94,35.25,1098500,0.0,1.0,0
2013-03-20,35.95,36.07,35.16,35.26,1423000,35.95,36.07,35.16,35.26,1423000,0.0,1.0,0
2013-03-21,36.01,37.06,35.74,35.95,1146300,36.01,37.06,35.74,35.95,1146300,0.0,1.0,0
2013-03-22,36.62,36.8,36.2,36.2,440200,36.62,36.8,36.2,36.2,440200,0.0,1.0,0
2013-03-25,37.53,38.52,36.77,37.1,2378800,37.53,38.52,36.77,37.1,2378800,0.0,1.0,0
2013-03-26,37.86,38.22,37.66,37.98,1808200,37.86,38.22,37.66,37.98,1808200,0.0,1.0,0
2013-03-27,38.16,38.38,37.31,37.94,1296300,38.16,38.38,37.31,37.94,1296300,0.0,1.0,0
2013-03-28,37.89,38.24,37.75,38.23,1158700,37.89,38.24,37.75,38.23,1158700,0.0,1.0,0
2013-04-01,43.93,46.68,41.7,42.36,14098500,43.93,46.68,41.7,42.36,14098500,0.0,1.0,1
2013-04-02,44.34,45.5,43.5101,43.6,6652400,44.34,45.5,43.5101,43.6,6652400,0.0,1.0,0
2013-04-03,41.1,43.47,40.2105,43.1,5643600,41.1,43.47,40.2105,43.1,5643600,0.0,1.0,1
2013-04-04,42.01,42.25,40.811,41.11,2264800,42.01,42.25,40.811,41.11,2264800,0.0,1.0,0
2013-04-05,41.37,42.0,40.5,42.0,1552400,41.37,42.0,40.5,42.0,1552400,0.0,1.0,0
2013-04-08,41.83,42.5499,41.51,41.97,1679000,41.83,42.5499,41.51,41.97,1679000,0.0,1.0,0
2013-04-09,40.5,41.8299,40.33,41.8,1696100,40.5,41.8299,40.33,41.8,1696100,0.0,1.0,1
2013-04-10,41.86,42.01,40.61,40.7,2121100,41.86,42.01,40.61,40.7,2121100,0.0,1.0,0
2013-04-11,43.59,44.55,41.75,42.06,3447400,43.59,44.55,41.75,42.06,3447400,0.0,1.0,1
2013-04-12,43.75,45.139,43.05,43.25,3149400,43.75,45.139,43.05,43.25,3149400,0.0,1.0,0
2013-04-15,43.3,43.8,42.51,43.5,1681400,43.3,43.8,42.51,43.5,1681400,0.0,1.0,0
2013-04-16,45.59,46.14,43.91,44.19,3180400,45.59,46.14,43.91,44.19,3180400,0.0,1.0,1
2013-04-17,45.45,45.95,44.54,45.5,2118500,45.45,45.95,44.54,45.5,2118500,0.0,1.0,0
2013-04-18,46.97,47.599,45.3901,45.98,3367900,46.97,47.599,45.3901,45.98,3367900,0.0,1.0,0
2013-04-19,47.83,49.88,47.07,47.46,3011700,47.83,49.88,47.07,47.46,3011700,0.0,1.0,0
2013-04-22,50.19,50.2,47.75,48.6,3939400,50.19,50.2,47.75,48.6,3939400,0.0,1.0,1
2013-04-23,51.01,52.92,50.66,51.0,3733800,51.01,52.92,50.66,51.0,3733800,0.0,1.0,0
2013-04-24,50.43,51.05,48.98,50.9,2630000,50.43,51.05,48.98,50.9,2630000,0.0,1.0,0
2013-04-25,52.0,52.4,50.5,50.5,2795900,52.0,52.4,50.5,50.5,2795900,0.0,1.0,0
2013-04-26,51.2,53.74,50.62,53.13,3622100,51.2,53.74,50.62,53.13,3622100,0.0,1.0,1
2013-04-29,54.94,54.99,51.2,51.76,3639700,54.94,54.99,51.2,51.76,3639700,0.0,1.0,1
2013-04-30,53.99,58.18,53.76,56.0,5522600,53.99,58.18,53.76,56.0,5522600,0.0,1.0,1
2013-05-01,53.28,55.99,53.0,55.99,2742800,53.28,55.99,53.0,55.99,2742800,0.0,1.0,1
2013-05-02,54.11,55.27,53.7,53.85,3050400,54.11,55.27,53.7,53.85,3050400,0.0,1.0,0
2013-05-03,54.55,56.47,54.5,56.47,3378700,54.55,56.47,54.5,56.47,3378700,0.0,1.0,1
2013-05-06,59.5,59.66,55.5,56.39,4366700,59.5,59.66,55.5,56.39,4366700,0.0,1.0,1
2013-05-07,55.51,62.37,55.12,62.0,9991000,55.51,62.37,55.12,62.0,9991000,0.0,1.0,1
2013-05-08,55.7865,58.2,55.71,57.5,6769900,55.7865,58.2,55.71,57.5,6769900,0.0,1.0,0
2013-05-09,69.4,75.77,63.69,70.12,28605000,69.4,75.77,63.69,70.12,28605000,0.0,1.0,0
2013-05-10,76.764,81.0,69.25,69.65,25082600,76.764,81.0,69.25,69.65,25082600,0.0,1.0,1
2013-05-13,87.8,88.0,79.151,80.99,22416900,87.8,88.0,79.151,80.99,22416900,0.0,1.0,1
2013-05-14,83.24,97.12,81.15,94.22,37163900,83.24,97.12,81.15,94.22,37163900,0.0,1.0,1
2013-05-15,84.842,86.88,78.11,81.8,16878700,84.842,86.88,78.11,81.8,16878700,0.0,1.0,1
2013-05-16,92.248,95.0,88.66,94.7,21614000,92.248,95.0,88.66,94.7,21614000,0.0,1.0,0
2013-05-17,91.5,94.4399,87.5,92.5,19002200,91.5,94.4399,87.5,92.5,19002200,0.0,1.0,0
2013-05-20,89.94,92.5,88.63,91.12,8348400,89.94,92.5,88.63,91.12,8348400,0.0,1.0,0
2013-05-21,87.59,89.99,85.2801,88.5,8998200,87.59,89.99,85.2801,88.5,8998200,0.0,1.0,0
2013-05-22,87.24,90.96,85.5,86.37,8568000,87.24,90.96,85.5,86.37,8568000,0.0,1.0,0
2013-05-23,92.73,93.01,83.05,84.805,12022200,92.73,93.01,83.05,84.805,12022200,0.0,1.0,1
2013-05-24,97.08,97.95,92.0,92.6,16124200,97.08,97.95,92.0,92.6,16124200,0.0,1.0,1
2013-05-28,110.334,110.75,100.3,101.55,19691900,110.334,110.75,100.3,101.55,19691900,0.0,1.0,1
2013-05-29,104.629,114.9,99.0,113.55,25099500,104.629,114.9,99.0,113.55,25099500,0.0,1.0,1
2013-05-30,104.95,109.54,101.2,102.46,16133700,104.95,109.54,101.2,102.46,16133700,0.0,1.0,0
2013-05-31,97.76,106.44,97.73,106.26,15172000,97.76,106.44,97.73,106.26,15172000,0.0,1.0,1
2013-06-03,92.59,97.62,88.25,97.62,19139600,92.59,97.62,88.25,97.62,19139600,0.0,1.0,1
2013-06-04,94.84,96.42,92.4001,92.75,8856100,94.84,96.42,92.4001,92.75,8856100,0.0,1.0,0
2013-06-05,95.37,97.9699,89.11,93.66,12224800,95.37,97.9699,89.11,93.66,12224800,0.0,1.0,0
2013-06-06,97.35,99.27,95.11,95.25,9510900,97.35,99.27,95.11,95.25,9510900,0.0,1.0,0
2013-06-07,102.04,102.9,96.7,98.0,10711600,102.04,102.9,96.7,98.0,10711600,0.0,1.0,1
2013-06-10,100.05,102.52,98.57,98.93,9228600,100.05,102.52,98.57,98.93,9228600,0.0,1.0,0
2013-06-11,94.47,98.68,94.05,98.18,7394000,94.47,98.68,94.05,98.18,7394000,0.0,1.0,1
2013-06-12,97.73,100.48,95.75,96.8,9192700,97.73,100.48,95.75,96.8,9192700,0.0,1.0,0
2013-06-13,98.18,99.28,95.1201,99.0,5961600,98.18,99.28,95.1201,99.0,5961600,0.0,1.0,0
2013-06-14,100.3,102.52,99.33,100.0,6564700,100.3,102.52,99.33,100.0,6564700,0.0,1.0,0
2013-06-17,102.2,104.75,101.2,103.6,7066200,102.2,104.75,101.2,103.6,7066200,0.0,1.0,0
2013-06-18,103.39,103.98,99.2,101.75,8795300,103.39,103.98,99.2,101.75,8795300,0.0,1.0,0
2013-06-19,104.68,106.67,102.01,102.06,8578900,104.68,106.67,102.01,102.06,8578900,0.0,1.0,0
2013-06-20,100.65,107.13,99.45,104.65,10106500,100.65,107.13,99.45,104.65,10106500,0.0,1.0,1
2013-06-21,99.55,103.7,97.5,103.7,11718600,99.55,103.7,97.5,103.7,11718600,0.0,1.0,1
2013-06-24,101.49,102.87,95.3,96.5,7119800,101.49,102.87,95.3,96.5,7119800,0.0,1.0,1
2013-06-25,102.4,104.2,100.55,103.1,5848700,102.4,104.2,100.55,103.1,5848700,0.0,1.0,0
2013-06-26,105.72,105.8699,102.66,103.8,6602600,105.72,105.8699,102.66,103.8,6602600,0.0,1.0,0
2013-06-27,109.25,110.25,106.132,106.75,8744900,109.25,110.25,106.132,106.75,8744900,0.0,1.0,0
2013-06-28,107.36,109.44,106.71,108.57,5748600,107.36,109.44,106.71,108.57,5748600,0.0,1.0,0
2013-07-01,117.179,117.77,109.15,109.36,10903600,117.179,117.77,109.15,109.36,10903600,0.0,1.0,1
2013-07-02,117.82,121.89,115.5,118.255,12064100,117.82,121.89,115.5,118.255,12064100,0.0,1.0,0
2013-07-03,115.24,119.25,114.27,118.0,4806700,115.24,119.25,114.27,118.0,4806700,0.0,1.0,0
2013-07-05,120.09,120.28,115.7,118.32,6818700,120.09,120.28,115.7,118.32,6818700,0.0,1.0,0
2013-07-08,121.61,122.1799,118.82,121.37,7814200,121.61,122.1799,118.82,121.37,7814200,0.0,1.0,0
2013-07-09,123.45,125.32,121.91,124.64,8603300,123.45,125.32,121.91,124.64,8603300,0.0,1.0,0
2013-07-10,122.27,123.25,120.79,123.19,5600100,122.27,123.25,120.79,123.19,5600100,0.0,1.0,0
2013-07-11,125.61,126.09,122.35,124.88,7483600,125.61,126.09,122.35,124.88,7483600,0.0,1.0,0
2013-07-12,129.9,129.94,124.51,125.5,11344000,129.9,129.94,124.51,125.5,11344000,0.0,1.0,1
2013-07-15,127.26,133.259,126.82,133.03,9922400,127.26,133.259,126.82,133.03,9922400,0.0,1.0,1
2013-07-16,109.05,126.32,107.3,126.28,32371900,109.05,126.32,107.3,126.28,32371900,0.0,1.0,1
2013-07-17,120.25,121.62,104.5,106.52,26029000,120.25,121.62,104.5,106.52,26029000,0.0,1.0,1
2013-07-18,119.03,122.73,116.18,120.97,11398100,119.03,122.73,116.18,120.97,11398100,0.0,1.0,0
2013-07-19,119.68,120.55,116.51,118.5,5890300,119.68,120.55,116.51,118.5,5890300,0.0,1.0,0
2013-07-22,122.43,126.68,119.88,119.89,9797800,122.43,126.68,119.88,119.89,9797800,0.0,1.0,0
2013-07-23,122.74,125.56,121.82,124.0,7736400,122.74,125.56,121.82,124.0,7736400,0.0,1.0,0
2013-07-24,121.7,124.5,119.56,124.47,6869000,121.7,124.5,119.56,124.47,6869000,0.0,1.0,0
2013-07-25,124.07,124.75,120.19,120.4,5284300,124.07,124.75,120.19,120.4,5284300,0.0,1.0,1
2013-07-26,129.39,130.68,126.61,128.14,9633100,129.39,130.68,126.61,128.14,9633100,0.0,1.0,0
2013-07-29,134.62,135.37,128.25,129.32,9678900,134.62,135.37,128.25,129.32,9678900,0.0,1.0,1
2013-07-30,131.74,137.49,128.18,134.8,13127000,131.74,137.49,128.18,134.8,13127000,0.0,1.0,0
2013-07-31,134.28,134.975,131.45,132.57,6351700,134.28,134.975,131.45,132.57,6351700,0.0,1.0,0
2013-08-01,135.55,136.52,132.631,135.0,5323600,135.55,136.52,132.631,135.0,5323600,0.0,1.0,0
2013-08-02,138.0,138.25,133.61,134.59,6269900,138.0,138.25,133.61,134.59,6269900,0.0,1.0,0
2013-08-05,144.68,144.89,139.65,140.01,10200700,144.68,144.89,139.65,140.01,10200700,0.0,1.0,1
2013-08-06,142.15,145.73,141.1,144.75,9254500,142.15,145.73,141.1,144.75,9254500,0.0,1.0,0
2013-08-07,134.23,141.95,132.36,141.89,18212200,134.23,141.95,132.36,141.89,18212200,0.0,1.0,1
2013-08-08,153.48,158.88,150.46,154.355,27246800,153.48,158.88,150.46,154.355,27246800,0.0,1.0,0
2013-08-09,153.0,155.95,151.25,152.4,8927700,153.0,155.95,151.25,152.4,8927700,0.0,1.0,0
2013-08-12,147.38,150.5,142.05,149.43,14912200,147.38,150.5,142.05,149.43,14912200,0.0,1.0,0
2013-08-13,145.43,149.84,144.45,149.5,8748900,145.43,149.84,144.45,149.5,8748900,0.0,1.0,0
2013-08-14,139.36,144.8399,138.05,142.72,11693800,139.36,144.8399,138.05,142.72,11693800,0.0,1.0,0
2013-08-15,139.67,143.5999,135.0,136.4301,10179200,139.67,143.5999,135.0,136.4301,10179200,0.0,1.0,0
2013-08-16,142.0,143.907,140.97,141.63,7108100,142.0,143.907,140.97,141.63,7108100,0.0,1.0,0
2013-08-19,144.9,147.38,142.83,143.4269,8037700,144.9,147.38,142.83,143.4269,8037700,0.0,1.0,0
2013-08-20,149.58,149.78,147.0,148.65,6418200,149.58,149.78,147.0,148.65,6418200,0.0,1.0,0
2013-08-21,147.86,150.3091,146.25,150.0,6266300,147.86,150.3091,146.25,150.0,6266300,0.0,1.0,0
2013-08-22,157.1,157.48,148.14,149.22,10592400,157.1,157.48,148.14,149.22,10592400,0.0,1.0,1
2013-08-23,161.839,162.3,155.0,157.0,12931900,161.839,162.3,155.0,157.0,12931900,0.0,1.0,1
2013-08-26,164.22,173.0,160.25,165.15,24171100,164.22,173.0,160.25,165.15,24171100,0.0,1.0,0
2013-08-27,167.01,168.8,160.9501,162.3,17566900,167.01,168.8,160.9501,162.3,17566900,0.0,1.0,0
2013-08-28,166.45,171.5,163.25,169.06,14740100,166.45,171.5,163.25,169.06,14740100,0.0,1.0,0
2013-08-29,166.06,167.75,162.51,164.215,9436000,166.06,167.75,162.51,164.215,9436000,0.0,1.0,0
2013-08-30,169.0,169.21,163.96,166.37,11028400,169.0,169.21,163.96,166.37,11028400,0.0,1.0,0
2013-09-03,168.94,173.7,166.4,173.4,12061100,168.94,173.7,166.4,173.4,12061100,0.0,1.0,0
2013-09-04,170.622,171.62,165.56,169.77,11475700,170.622,171.62,165.56,169.77,11475700,0.0,1.0,0
2013-09-05,169.93,171.5,168.25,170.1,6685300,169.93,171.5,168.25,170.1,6685300,0.0,1.0,0
2013-09-06,166.97,169.7,165.15,168.57,8619700,166.97,169.7,165.15,168.57,8619700,0.0,1.0,0
2013-09-09,160.7,164.5,158.51,163.12,14344500,160.7,164.5,158.51,163.12,14344500,0.0,1.0,0
2013-09-10,166.37,167.5,160.63,161.45,8967800,166.37,167.5,160.63,161.45,8967800,0.0,1.0,1
2013-09-11,163.52,167.895,162.13,166.41,5832500,163.52,167.895,162.13,166.41,5832500,0.0,1.0,0
2013-09-12,164.93,166.76,160.51,164.0,6160000,164.93,166.76,160.51,164.0,6160000,0.0,1.0,0
2013-09-13,165.54,166.37,162.16,162.77,5401200,165.54,166.37,162.16,162.77,5401200,0.0,1.0,0
2013-09-16,166.58,170.85,165.85,168.0,7574900,166.58,170.85,165.85,168.0,7574900,0.0,1.0,0
2013-09-17,166.23,168.42,163.361,165.08,5496900,166.23,168.42,163.361,165.08,5496900,0.0,1.0,0
2013-09-18,166.218,167.45,164.2,167.07,5439700,166.218,167.45,164.2,167.07,5439700,0.0,1.0,0
2013-09-19,177.92,180.47,169.08,170.8,15594600,177.92,180.47,169.08,170.8,15594600,0.0,1.0,1
2013-09-20,183.39,185.83,178.56,178.9,13401700,183.39,185.83,178.56,178.9,13401700,0.0,1.0,0
2013-09-23,181.11,185.48,177.11,184.48,8173400,181.11,185.48,177.11,184.48,8173400,0.0,1.0,0
2013-09-24,182.33,184.96,177.65,179.1401,6273400,182.33,184.96,177.65,179.1401,6273400,0.0,1.0,0
2013-09-25,185.238,186.3,180.5,183.56,8252700,185.238,186.3,180.5,183.56,8252700,0.0,1.0,0
2013-09-26,188.64,189.68,185.611,186.7,6614400,188.64,189.68,185.611,186.7,6614400,0.0,1.0,0
2013-09-27,190.9,191.28,186.43,187.52,5916400,190.9,191.28,186.43,187.52,5916400,0.0,1.0,0
2013-09-30,193.37,194.5,188.0,189.0,8924700,193.37,194.5,188.0,189.0,8924700,0.0,1.0,0
2013-10-01,193.0,194.23,188.37,193.96,7755900,193.0,194.23,188.37,193.96,7755900,0.0,1.0,0
2013-10-02,180.95,191.83,175.4,188.59,20775400,180.95,191.83,175.4,188.59,20775400,0.0,1.0,1
2013-10-03,173.31,179.69,168.0,175.045,23816500,173.31,179.69,168.0,175.045,23816500,0.0,1.0,0
2013-10-04,180.98,181.18,172.65,176.4,14414000,180.98,181.18,172.65,176.4,14414000,0.0,1.0,0
2013-10-07,183.07,186.73,180.26,182.46,11485600,183.07,186.73,180.26,182.46,11485600,0.0,1.0,0
2013-10-08,174.73,185.93,173.21,184.4,13757200,174.73,185.93,173.21,184.4,13757200,0.0,1.0,1
2013-10-09,168.78,174.99,161.5,174.73,15316500,168.78,174.99,161.5,174.73,15316500,0.0,1.0,1
2013-10-10,172.93,175.75,169.69,173.09,8883900,172.93,175.75,169.69,173.09,8883900,0.0,1.0,0
2013-10-11,178.7,179.288,171.2,172.75,8311100,178.7,179.288,171.2,172.75,8311100,0.0,1.0,1
2013-10-14,179.72,182.5,174.15,175.0,7769600,179.72,182.5,174.15,175.0,7769600,0.0,1.0,0
2013-10-15,183.94,188.789,183.18,185.28,10978500,183.94,188.789,183.18,185.28,10978500,0.0,1.0,0
2013-10-16,183.56,187.3,182.09,184.9,8205400,183.56,187.3,182.09,184.9,8205400,0.0,1.0,0
2013-10-17,182.802,184.8,180.99,183.54,6705000,182.802,184.8,180.99,183.54,6705000,0.0,1.0,0
2013-10-18,183.4,185.96,182.52,184.15,5930800,183.4,185.96,182.52,184.15,5930800,0.0,1.0,0
2013-10-21,172.6,183.39,171.0,183.28,11532100,172.6,183.39,171.0,183.28,11532100,0.0,1.0,1
2013-10-22,171.54,177.78,166.11,170.5,11386700,171.54,177.78,166.11,170.5,11386700,0.0,1.0,0
2013-10-23,164.5,171.81,160.15,168.91,13320400,164.5,171.81,160.15,168.91,13320400,0.0,1.0,0
2013-10-24,173.15,174.5,162.8255,165.0,10825700,173.15,174.5,162.8255,165.0,10825700,0.0,1.0,1
2013-10-25,169.66,174.5,166.8,174.21,7595500,169.66,174.5,166.8,174.21,7595500,0.0,1.0,0
2013-10-28,162.86,170.5,162.2,170.18,7841700,162.86,170.5,162.2,170.18,7841700,0.0,1.0,1
2013-10-29,164.47,165.4458,153.0,162.76,14111700,164.47,165.4458,153.0,162.76,14111700,0.0,1.0,0
2013-10-30,159.22,167.6799,158.17,164.63,8401800,159.22,167.6799,158.17,164.63,8401800,0.0,1.0,1
2013-10-31,159.94,162.44,153.3,155.67,9333800,159.94,162.44,153.3,155.67,9333800,0.0,1.0,0
2013-11-01,162.17,165.9,160.41,163.0,7180600,162.17,165.9,160.41,163.0,7180600,0.0,1.0,0
2013-11-04,175.2,175.3899,164.22,165.0,13120400,175.2,175.3899,164.22,165.0,13120400,0.0,1.0,1
2013-11-05,176.81,181.43,171.3601,180.0,22467100,176.81,181.43,171.3601,180.0,22467100,0.0,1.0,0
2013-11-06,151.16,160.73,146.355,154.81,31071700,151.16,160.73,146.355,154.81,31071700,0.0,1.0,0
2013-11-07,139.772,145.65,137.62,144.19,22284700,139.772,145.65,137.62,144.19,22284700,0.0,1.0,1
2013-11-08,137.95,140.6,132.32,136.48,22477900,137.95,140.6,132.32,136.48,22477900,0.0,1.0,0
2013-11-11,144.698,145.42,137.1,141.0,13997600,144.698,145.42,137.1,141.0,13997600,0.0,1.0,0
2013-11-12,137.8,144.7,136.18,144.69,14985200,137.8,144.7,136.18,144.69,14985200,0.0,1.0,1
2013-11-13,138.7,142.37,136.3425,140.84,12658300,138.7,142.37,136.3425,140.84,12658300,0.0,1.0,0
2013-11-14,137.6,140.4,134.111,138.92,12203700,137.6,140.4,134.111,138.92,12203700,0.0,1.0,0
2013-11-15,135.45,137.95,134.35,136.85,9900200,135.45,137.95,134.35,136.85,9900200,0.0,1.0,0
2013-11-18,121.58,135.45,119.61,135.27,23138200,121.58,135.45,119.61,135.27,23138200,0.0,1.0,1
2013-11-19,126.09,129.0,119.22,119.43,19816200,126.09,129.0,119.22,119.43,19816200,0.0,1.0,1
2013-11-20,121.11,127.45,119.06,126.08,13849600,121.11,127.45,119.06,126.08,13849600,0.0,1.0,1
2013-11-21,122.1,124.789,120.25,122.89,11903800,122.1,124.789,120.25,122.89,11903800,0.0,1.0,0
2013-11-22,121.38,122.75,117.93,121.58,11096700,121.38,122.75,117.93,121.58,11096700,0.0,1.0,0
2013-11-25,120.84,125.84,120.3,124.5,10267300,120.84,125.84,120.3,124.5,10267300,0.0,1.0,0
2013-11-26,120.5,122.72,116.1,119.38,13885500,120.5,122.72,116.1,119.38,13885500,0.0,1.0,0
2013-11-27,126.94,126.95,119.52,121.6,12367600,126.94,126.95,119.52,121.6,12367600,0.0,1.0,1
2013-11-29,127.28,130.59,126.98,129.77,9716200,127.28,130.59,126.98,129.77,9716200,0.0,1.0,0
2013-12-02,124.17,128.55,123.931,126.35,7751200,124.17,128.55,123.931,126.35,7751200,0.0,1.0,0
2013-12-03,144.7,144.94,131.59,132.68,25682400,144.7,144.94,131.59,132.68,25682400,0.0,1.0,1
2013-12-04,138.95,144.43,137.13,144.32,13147700,138.95,144.43,137.13,144.32,13147700,0.0,1.0,1
2013-12-05,140.48,143.35,139.5,140.15,9288400,140.48,143.35,139.5,140.15,9288400,0.0,1.0,0
2013-12-06,137.36,142.49,136.3,141.51,7909600,137.36,142.49,136.3,141.51,7909600,0.0,1.0,0
